Person Code,Module Code,year,Surname,Forename,Module Name,Event ID,Object ID,Event Slot ID,Date,Has Attended,Attended,NotAttended,Attendance Code,full_name,student_overall_attendance,Standardised Student Overall Attendance
282,1723,2024,Flores,Marco,Pharmacy,464,463,378,2024-11-11,N,0,0,A,Marco Flores,0.6666666666666666,-0.24464892399791283
89,1723,2024,Nkomo,Matthew,Pharmacy,464,67,378,2024-11-11,N,0,0,A,Matthew Nkomo,0.535483870967742,-0.8882722574335566
150,1723,2024,Lewis,Efua,Pharmacy,464,908,845,2024-05-28,Y,1,1,P,Efua Lewis,0.5769230769230769,-0.6849587075903932
282,1723,2024,Flores,Marco,Pharmacy,464,463,845,2024-05-28,Y,1,1,P,Marco Flores,0.6666666666666666,-0.24464892399791283
160,1723,2024,Nair,Lisa,Pharmacy,464,418,845,2024-05-28,Y,1,1,P,Lisa Nair,0.7692307692307693,0.2585622572506366
395,1723,2024,Petit,Yuki,Pharmacy,464,824,845,2024-05-28,N,0,0,A,Yuki Petit,0.5684931506849316,-0.7263185307067118
330,1723,2024,Gupta,Michelle,Pharmacy,464,412,845,2024-05-28,N,0,0,A,Michelle Gupta,0.7161290322580646,-0.001971273686112129
225,538,2025,Robert,Elena,Digital Systems,1,924,264,2025-07-07,N,0,0,A,Elena Robert,0.8582089552238806,0.6951167335203665
336,538,2025,Lopez,Francisco,Digital Systems,1,396,52,2025-07-30,N,0,0,A,Francisco Lopez,0.5960264900662252,-0.5912314594273766
350,538,2024,Petrov,So-young,Digital Systems,1,192,368,2024-01-12,Y,1,1,P,So-young Petrov,0.7908496732026143,0.3646312807491049
1,538,2024,Rodriguez,Ahmad,Digital Systems,1,682,368,2024-01-12,Y,1,1,P,Ahmad Rodriguez,0.6492537313432836,-0.33008216559048353
120,538,2024,Smith,Elena,Digital Systems,1,797,368,2024-01-12,Y,1,1,P,Elena Smith,0.7032258064516129,-0.06527848681092975
225,538,2024,Robert,Elena,Digital Systems,1,924,368,2024-01-12,Y,1,1,P,Elena Robert,0.8582089552238806,0.6951167335203665
2,538,2024,Lee,Valeria,Digital Systems,1,179,876,2024-04-06,Y,1,1,P,Valeria Lee,0.6940298507462687,-0.11039668720958704
468,538,2024,Ben-Khalil,Nathalie,Digital Systems,1,881,876,2024-04-06,N,0,0,A,Nathalie Ben-Khalil,0.7272727272727273,0.052703137648957336
146,538,2024,Patel,Sergei,Digital Systems,1,518,876,2024-04-06,Y,1,1,P,Sergei Patel,0.8278145695364238,0.5459924849505526
318,538,2023,Al-Khalil,Marie,Digital Systems,1,863,741,2023-04-29,N,0,0,A,Marie Al-Khalil,0.5347222222222222,-0.892009141541619
350,538,2023,Petrov,So-young,Digital Systems,1,192,741,2023-04-29,N,0,0,A,So-young Petrov,0.7908496732026143,0.3646312807491049
1,538,2023,Rodriguez,Ahmad,Digital Systems,1,682,302,2023-06-16,N,0,0,A,Ahmad Rodriguez,0.6492537313432836,-0.33008216559048353
435,538,2023,White,Linda,Digital Systems,1,286,302,2023-06-16,Y,1,1,P,Linda White,0.8680555555555556,0.7434271975161655
314,538,2023,Esposito,Carmen,Digital Systems,1,272,302,2023-06-16,Y,1,1,P,Carmen Esposito,0.7532467532467533,0.1801397354976159
1,538,2024,Rodriguez,Ahmad,Digital Systems,1,682,909,2024-05-12,Y,1,1,P,Ahmad Rodriguez,0.6492537313432836,-0.33008216559048353
146,1689,2023,Patel,Sergei,Leadership,927,518,145,2023-12-03,Y,1,1,P,Sergei Patel,0.8278145695364238,0.5459924849505526
2,538,2024,Lee,Valeria,Digital Systems,183,179,28,2024-06-06,Y,1,1,L,Valeria Lee,0.6940298507462687,-0.11039668720958704
336,538,2024,Lopez,Francisco,Digital Systems,183,396,28,2024-06-06,N,0,0,A,Francisco Lopez,0.5960264900662252,-0.5912314594273766
68,1772,2024,Wu,Yuki,Japanese,109,293,765,2024-12-31,N,0,0,A,Yuki Wu,0.37037037037037035,-1.6983701142714989
7,1772,2024,Becker,Chen,Japanese,109,522,765,2024-12-31,N,0,0,A,Chen Becker,0.3617021276595745,-1.7408991916465237
161,1772,2024,Robert,Tatiana,Japanese,109,515,798,2024-02-11,N,0,0,A,Tatiana Robert,0.8440860215053764,0.6258252564683275
455,1772,2024,Rodriguez,Sarah,Japanese,109,7,798,2024-02-11,N,0,0,A,Sarah Rodriguez,0.7407407407407407,0.11878137357048367
18,1772,2024,Durand,Charles,Japanese,109,376,798,2024-02-11,Y,1,1,P,Charles Durand,0.9786096256684492,1.2858396285962705
14,1772,2024,Yang,Luis,Japanese,109,931,798,2024-02-11,N,0,0,A,Luis Yang,0.8095238095238095,0.45625236416970927
109,1772,2024,Durand,Pierre,Japanese,109,426,798,2024-02-11,Y,1,1,P,Pierre Durand,0.9365079365079365,1.0792757314298176
7,1772,2024,Becker,Chen,Japanese,109,522,798,2024-02-11,N,0,0,A,Chen Becker,0.3617021276595745,-1.7408991916465237
297,1772,2024,Verma,Jessica,Japanese,109,698,798,2024-02-11,Y,1,1,P,Jessica Verma,0.5294117647058824,-0.9180638871393532
459,1772,2024,Al-Mahmoud,Lisa,Japanese,109,213,798,2024-02-11,N,0,0,A,Lisa Al-Mahmoud,0.8624338624338624,0.7158454338614211
165,1772,2024,Ben-Said,Marco,Japanese,109,465,798,2024-02-11,Y,1,1,P,Marco Ben-Said,0.5531914893617021,-0.801393209634605
498,1772,2024,Petrov,Michelle,Japanese,109,185,798,2024-02-11,Y,1,1,P,Michelle Petrov,0.8624338624338624,0.7158454338614211
327,1772,2024,Ben-Khalil,Kenneth,Japanese,109,737,798,2024-02-11,Y,1,1,P,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
463,1772,2024,Sidorov,Christopher,Japanese,109,732,798,2024-02-11,N,0,0,A,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
232,1772,2025,Johnson,Wei,Japanese,160,504,103,2025-03-23,Y,1,1,P,Wei Johnson,0.7936507936507936,0.37837444326219544
199,1772,2025,Garcia,Kwaku,Japanese,160,432,103,2025-03-23,Y,1,1,P,Kwaku Garcia,0.8936170212765957,0.8688396472754722
474,1772,2025,Müller,Michael,Japanese,160,137,244,2025-04-23,Y,1,1,P,Michael Müller,0.7297297297297297,0.0647579509589654
258,1683,2023,Martinez,Karen,Strategic Planning,309,869,17,2023-09-03,Y,1,1,O,Karen Martinez,0.9038461538461539,0.919026932639357
409,1683,2023,Takahashi,Raj,Strategic Planning,309,984,17,2023-09-03,Y,1,1,O,Raj Takahashi,0.9545454545454546,1.1677733688247194
368,1683,2023,Lee,Min-jun,Strategic Planning,309,205,17,2023-09-03,Y,1,1,O,Min-jun Lee,0.9423076923076923,1.1077311256075628
69,1683,2023,Cho,James,Strategic Planning,309,716,17,2023-09-03,Y,1,1,O,James Cho,0.9772727272727273,1.2792803919422955
240,1683,2025,Lebedev,Richard,Strategic Planning,309,89,320,2025-04-29,N,0,0,A,Richard Lebedev,0.9423076923076923,1.1077311256075628
155,1683,2025,White,Jose,Strategic Planning,309,101,320,2025-04-29,N,0,0,A,Jose White,0.9772727272727273,1.2792803919422955
24,123,2023,Liu,Dieter,Creative Writing,694,935,221,2023-12-30,Y,1,1,P,Dieter Liu,0.8181818181818182,0.4987312301192623
178,1006,2024,Alvarez,Samir,Graphic Design,937,445,110,2024-09-03,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
353,1006,2023,Flores,Natalia,Graphic Design,937,556,1046,2023-03-11,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
267,1006,2023,Torres,Joseph,Graphic Design,937,379,1046,2023-03-11,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
178,1006,2024,Alvarez,Samir,Graphic Design,937,445,201,2024-08-07,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
353,1006,2025,Flores,Natalia,Graphic Design,937,556,683,2025-05-29,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
283,1006,2024,Wang,Elena,Graphic Design,937,414,729,2024-01-01,N,0,0,A,Elena Wang,0.06557377049180328,-3.193796420659491
353,1006,2024,Flores,Natalia,Graphic Design,937,556,729,2024-01-01,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
353,1006,2024,Flores,Natalia,Graphic Design,937,556,1070,2024-09-26,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
267,1006,2024,Torres,Joseph,Graphic Design,937,379,1070,2024-09-26,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
283,1006,2024,Wang,Elena,Graphic Design,937,414,677,2024-10-16,N,0,0,A,Elena Wang,0.06557377049180328,-3.193796420659491
178,1006,2024,Alvarez,Samir,Graphic Design,937,445,799,2024-10-15,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
283,1006,2024,Wang,Elena,Graphic Design,937,414,696,2024-03-20,N,0,0,A,Elena Wang,0.06557377049180328,-3.193796420659491
178,1006,2024,Alvarez,Samir,Graphic Design,937,445,403,2024-04-07,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
283,1006,2023,Wang,Elena,Graphic Design,811,414,50,2023-12-06,N,0,0,A,Elena Wang,0.06557377049180328,-3.193796420659491
353,1006,2025,Flores,Natalia,Graphic Design,811,556,899,2025-02-09,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
178,1006,2025,Alvarez,Samir,Graphic Design,811,445,24,2025-04-16,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
283,1006,2025,Wang,Elena,Graphic Design,811,414,24,2025-04-16,N,0,0,A,Elena Wang,0.06557377049180328,-3.193796420659491
353,1006,2023,Flores,Natalia,Graphic Design,811,556,1031,2023-07-30,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
178,1006,2024,Alvarez,Samir,Graphic Design,811,445,879,2024-11-27,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
178,1006,2024,Alvarez,Samir,Graphic Design,811,445,610,2024-03-16,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
178,1006,2025,Alvarez,Samir,Graphic Design,811,445,189,2025-08-15,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
267,1006,2024,Torres,Joseph,Graphic Design,811,379,332,2024-02-21,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
353,1006,2024,Flores,Natalia,Graphic Design,811,556,154,2024-04-01,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
178,1006,2025,Alvarez,Samir,Graphic Design,431,445,303,2025-03-06,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
267,1006,2025,Torres,Joseph,Graphic Design,431,379,303,2025-03-06,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
283,1006,2023,Wang,Elena,Graphic Design,431,414,260,2023-09-04,N,0,0,A,Elena Wang,0.06557377049180328,-3.193796420659491
267,1006,2023,Torres,Joseph,Graphic Design,431,379,260,2023-09-04,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
178,1006,2023,Alvarez,Samir,Graphic Design,431,445,144,2023-05-07,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
267,1006,2024,Torres,Joseph,Graphic Design,431,379,828,2024-08-03,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
353,1006,2024,Flores,Natalia,Graphic Design,431,556,489,2024-06-24,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
267,1006,2024,Torres,Joseph,Graphic Design,431,379,489,2024-06-24,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
353,1006,2023,Flores,Natalia,Graphic Design,431,556,627,2023-01-15,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
283,1006,2023,Wang,Elena,Graphic Design,431,414,793,2023-10-06,N,0,0,A,Elena Wang,0.06557377049180328,-3.193796420659491
267,1006,2024,Torres,Joseph,Graphic Design,431,379,698,2024-04-16,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
178,1006,2025,Alvarez,Samir,Graphic Design,431,445,283,2025-04-25,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
178,1006,2024,Alvarez,Samir,Graphic Design,391,445,559,2024-03-25,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
178,1006,2023,Alvarez,Samir,Graphic Design,391,445,1038,2023-11-27,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
353,1006,2023,Flores,Natalia,Graphic Design,391,556,168,2023-03-21,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
353,1006,2025,Flores,Natalia,Graphic Design,391,556,11,2025-05-30,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
178,1006,2025,Alvarez,Samir,Graphic Design,391,445,1006,2025-07-27,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
178,1006,2023,Alvarez,Samir,Graphic Design,391,445,594,2023-04-18,N,0,0,A,Samir Alvarez,0.15286624203821655,-2.7655125803799754
353,1006,2023,Flores,Natalia,Graphic Design,391,556,594,2023-04-18,N,0,0,A,Natalia Flores,0.17567567567567569,-2.653602450447892
267,1006,2023,Torres,Joseph,Graphic Design,391,379,594,2023-04-18,N,0,0,A,Joseph Torres,0.19718309859154928,-2.548080387459581
463,1867,2024,Sidorov,Christopher,Project Management,788,732,854,2024-04-23,N,0,0,A,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
198,1867,2023,Johnson,Arjun,Project Management,788,640,183,2023-08-30,N,0,0,A,Arjun Johnson,0.7301587301587301,0.06686275963214132
269,1867,2023,Ramirez,Chiedza,Project Management,788,664,183,2023-08-30,N,0,0,A,Chiedza Ramirez,0.6436170212765957,-0.357737607017866
265,1867,2023,Esposito,Yaw,Project Management,788,231,183,2023-08-30,N,0,0,A,Yaw Esposito,0.582010582010582,-0.6599978355046516
375,1867,2024,Becker,Tariq,Project Management,788,860,1048,2024-06-27,Y,1,1,P,Tariq Becker,0.9731182795698925,1.2588973877165022
198,1867,2025,Johnson,Arjun,Project Management,788,640,544,2025-05-25,Y,1,1,P,Arjun Johnson,0.7301587301587301,0.06686275963214132
188,1867,2025,Nair,Rosa,Project Management,788,580,544,2025-05-25,N,0,0,A,Rosa Nair,0.5079365079365079,-1.0234281330730481
407,1867,2025,Kumar,Thomas,Project Management,788,15,544,2025-05-25,N,0,0,A,Thomas Kumar,0.776595744680851,0.29469710271263305
297,1867,2024,Verma,Jessica,Project Management,788,698,717,2024-05-05,N,0,0,A,Jessica Verma,0.5294117647058824,-0.9180638871393532
375,1867,2024,Becker,Tariq,Project Management,788,860,717,2024-05-05,N,0,0,A,Tariq Becker,0.9731182795698925,1.2588973877165022
327,1867,2024,Ben-Khalil,Kenneth,Project Management,788,737,717,2024-05-05,Y,1,1,L,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
463,1867,2024,Sidorov,Christopher,Project Management,788,732,717,2024-05-05,Y,1,1,P,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
176,1867,2024,Clark,Kwaku,Project Management,788,71,717,2024-05-05,Y,1,1,P,Kwaku Clark,0.8829787234042553,0.8166448704970325
297,1867,2025,Verma,Jessica,Project Management,788,698,432,2025-02-16,N,0,0,A,Jessica Verma,0.5294117647058824,-0.9180638871393532
498,1867,2025,Petrov,Michelle,Project Management,788,185,432,2025-02-16,Y,1,1,P,Michelle Petrov,0.8624338624338624,0.7158454338614211
375,1867,2025,Becker,Tariq,Project Management,788,860,432,2025-02-16,Y,1,1,P,Tariq Becker,0.9731182795698925,1.2588973877165022
327,1867,2025,Ben-Khalil,Kenneth,Project Management,788,737,432,2025-02-16,N,0,0,A,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
463,1867,2025,Sidorov,Christopher,Project Management,788,732,432,2025-02-16,Y,1,1,O,Christopher Sidorov,0.5291005291005291,-0.9195909051963634
176,1867,2025,Clark,Kwaku,Project Management,788,71,432,2025-02-16,Y,1,1,P,Kwaku Clark,0.8829787234042553,0.8166448704970325
109,1867,2023,Durand,Pierre,Project Management,788,426,693,2023-10-01,Y,1,1,P,Pierre Durand,0.9365079365079365,1.0792757314298176
407,1867,2023,Kumar,Thomas,Project Management,788,15,693,2023-10-01,N,0,0,A,Thomas Kumar,0.776595744680851,0.29469710271263305
68,1867,2023,Wu,Yuki,Project Management,788,293,984,2023-05-27,N,0,0,A,Yuki Wu,0.37037037037037035,-1.6983701142714989
109,1867,2023,Durand,Pierre,Project Management,788,426,984,2023-05-27,Y,1,1,L,Pierre Durand,0.9365079365079365,1.0792757314298176
165,1867,2023,Ben-Said,Marco,Project Management,788,465,984,2023-05-27,N,0,0,A,Marco Ben-Said,0.5531914893617021,-0.801393209634605
265,1896,2023,Esposito,Yaw,Public Speaking,71,231,1120,2023-08-08,N,0,0,A,Yaw Esposito,0.582010582010582,-0.6599978355046516
188,1896,2025,Nair,Rosa,Public Speaking,71,580,515,2025-07-21,Y,1,1,L,Rosa Nair,0.5079365079365079,-1.0234281330730481
68,1896,2025,Wu,Yuki,Public Speaking,71,293,515,2025-07-21,Y,1,1,P,Yuki Wu,0.37037037037037035,-1.6983701142714989
7,1896,2025,Becker,Chen,Public Speaking,71,522,515,2025-07-21,N,0,0,A,Chen Becker,0.3617021276595745,-1.7408991916465237
236,1896,2023,Thomas,Betty,Public Speaking,71,212,755,2023-02-06,Y,1,1,P,Betty Thomas,0.6031746031746031,-0.5561606076279669
7,1896,2023,Becker,Chen,Public Speaking,71,522,755,2023-02-06,N,0,0,A,Chen Becker,0.3617021276595745,-1.7408991916465237
199,1896,2023,Garcia,Kwaku,Public Speaking,71,432,755,2023-02-06,Y,1,1,P,Kwaku Garcia,0.8936170212765957,0.8688396472754722
18,1896,2023,Durand,Charles,Public Speaking,71,376,669,2023-10-25,Y,1,1,P,Charles Durand,0.9786096256684492,1.2858396285962705
236,1896,2023,Thomas,Betty,Public Speaking,71,212,669,2023-10-25,Y,1,1,P,Betty Thomas,0.6031746031746031,-0.5561606076279669
68,1896,2023,Wu,Yuki,Public Speaking,71,293,669,2023-10-25,N,0,0,A,Yuki Wu,0.37037037037037035,-1.6983701142714989
459,1896,2023,Al-Mahmoud,Lisa,Public Speaking,71,213,669,2023-10-25,Y,1,1,P,Lisa Al-Mahmoud,0.8624338624338624,0.7158454338614211
327,1896,2023,Ben-Khalil,Kenneth,Public Speaking,71,737,669,2023-10-25,Y,1,1,P,Kenneth Ben-Khalil,0.8494623655913979,0.6522032619370014
176,1896,2023,Clark,Kwaku,Public Speaking,71,71,669,2023-10-25,Y,1,1,P,Kwaku Clark,0.8829787234042553,0.8166448704970325
215,1116,2024,Harris,Matthew,Theater,596,411,418,2024-05-27,Y,1,1,P,Matthew Harris,0.3984375,-1.5606641030834734
352,1116,2024,Popov,Anita,Theater,596,251,418,2024-05-27,Y,1,1,P,Anita Popov,0.7756410256410257,0.2900129560786708
346,1116,2024,Reddy,Hana,Theater,596,880,1033,2024-06-11,N,0,0,A,Hana Reddy,0.5512820512820513,-0.8107615029025301
77,1116,2024,Thomas,Dmitri,Theater,596,288,1033,2024-06-11,Y,1,1,P,Dmitri Thomas,0.9041095890410958,0.9203194271117416
384,1116,2024,Clark,Ruth,Theater,596,295,1033,2024-06-11,Y,1,1,P,Ruth Clark,0.6986301369863014,-0.08782626134853598
352,1116,2024,Popov,Anita,Theater,596,251,1033,2024-06-11,Y,1,1,P,Anita Popov,0.7756410256410257,0.2900129560786708
150,1116,2024,Lewis,Efua,Theater,596,908,1033,2024-06-11,Y,1,1,P,Efua Lewis,0.5769230769230769,-0.6849587075903932
77,1116,2023,Thomas,Dmitri,Theater,596,288,531,2023-12-25,Y,1,1,P,Dmitri Thomas,0.9041095890410958,0.9203194271117416
117,1116,2023,Martin,Raj,Theater,596,715,531,2023-12-25,N,0,0,A,Raj Martin,0.475,-1.1850248189561388
171,1116,2023,Al-Zahra,Donna,Theater,596,639,531,2023-12-25,Y,1,1,P,Donna Al-Zahra,0.7123287671232876,-0.02061654878451772
77,1116,2023,Thomas,Dmitri,Theater,596,288,469,2023-01-05,Y,1,1,P,Dmitri Thomas,0.9041095890410958,0.9203194271117416
117,1116,2023,Martin,Raj,Theater,596,715,469,2023-01-05,N,0,0,A,Raj Martin,0.475,-1.1850248189561388
215,1116,2023,Harris,Matthew,Theater,596,411,469,2023-01-05,Y,1,1,P,Matthew Harris,0.3984375,-1.5606641030834734
171,1116,2023,Al-Zahra,Donna,Theater,596,639,469,2023-01-05,Y,1,1,P,Donna Al-Zahra,0.7123287671232876,-0.02061654878451772
291,1116,2023,Ibrahim,Valeria,Theater,596,757,865,2023-09-30,Y,1,1,P,Valeria Ibrahim,0.7207792207792207,0.020843988186792423
496,1116,2023,Ben-Ahmad,Marie,Theater,596,164,865,2023-09-30,~,0,1,Z,Marie Ben-Ahmad,0.8482758620689655,0.6463819090059838
387,1116,2023,Zhang,Diego,Theater,596,158,865,2023-09-30,Y,1,1,P,Diego Zhang,0.5612903225806452,-0.7616578311839219
282,1116,2025,Flores,Marco,Theater,596,463,143,2025-03-08,Y,1,1,P,Marco Flores,0.6666666666666666,-0.24464892399791283
160,1116,2025,Nair,Lisa,Theater,596,418,143,2025-03-08,Y,1,1,P,Lisa Nair,0.7692307692307693,0.2585622572506366
330,1116,2025,Gupta,Michelle,Theater,596,412,143,2025-03-08,Y,1,1,L,Michelle Gupta,0.7161290322580646,-0.001971273686112129
496,1116,2023,Ben-Ahmad,Marie,Theater,596,164,226,2023-10-31,Y,1,1,P,Marie Ben-Ahmad,0.8482758620689655,0.6463819090059838
415,1116,2023,Mthembu,Mark,Theater,596,599,226,2023-10-31,Y,1,1,P,Mark Mthembu,0.6927710843373494,-0.11657258419218276
131,1116,2023,Agarwal,Ruvimbo,Theater,596,788,226,2023-10-31,Y,1,1,P,Ruvimbo Agarwal,0.8205128205128205,0.5101678478749108
215,1116,2023,Harris,Matthew,Theater,596,411,707,2023-03-26,N,0,0,A,Matthew Harris,0.3984375,-1.5606641030834734
291,1116,2023,Ibrahim,Valeria,Theater,596,757,127,2023-02-17,N,0,0,A,Valeria Ibrahim,0.7207792207792207,0.020843988186792423
281,1116,2023,Kim,Joseph,Theater,596,65,127,2023-02-17,N,0,0,A,Joseph Kim,0.41935483870967744,-1.4580371755569137
281,1116,2023,Kim,Joseph,Theater,596,65,742,2023-04-22,N,0,0,A,Joseph Kim,0.41935483870967744,-1.4580371755569137
384,1116,2023,Clark,Ruth,Theater,596,295,742,2023-04-22,Y,1,1,P,Ruth Clark,0.6986301369863014,-0.08782626134853598
352,1116,2023,Popov,Anita,Theater,596,251,742,2023-04-22,Y,1,1,P,Anita Popov,0.7756410256410257,0.2900129560786708
291,1116,2023,Ibrahim,Valeria,Theater,15,757,836,2023-12-28,~,0,1,Z,Valeria Ibrahim,0.7207792207792207,0.020843988186792423
281,1116,2023,Kim,Joseph,Theater,15,65,836,2023-12-28,N,0,0,A,Joseph Kim,0.41935483870967744,-1.4580371755569137
77,1116,2024,Thomas,Dmitri,Theater,15,288,148,2024-04-23,Y,1,1,P,Dmitri Thomas,0.9041095890410958,0.9203194271117416
117,1116,2024,Martin,Raj,Theater,15,715,148,2024-04-23,N,0,0,A,Raj Martin,0.475,-1.1850248189561388
281,1116,2024,Kim,Joseph,Theater,15,65,148,2024-04-23,N,0,0,A,Joseph Kim,0.41935483870967744,-1.4580371755569137
77,1116,2023,Thomas,Dmitri,Theater,15,288,926,2023-08-30,Y,1,1,P,Dmitri Thomas,0.9041095890410958,0.9203194271117416
160,1116,2023,Nair,Lisa,Theater,15,418,926,2023-08-30,Y,1,1,P,Lisa Nair,0.7692307692307693,0.2585622572506366
131,1116,2023,Agarwal,Ruvimbo,Theater,15,788,926,2023-08-30,N,0,0,A,Ruvimbo Agarwal,0.8205128205128205,0.5101678478749108
150,1116,2023,Lewis,Efua,Theater,15,908,926,2023-08-30,N,0,0,A,Efua Lewis,0.5769230769230769,-0.6849587075903932
496,1116,2024,Ben-Ahmad,Marie,Theater,15,164,230,2024-06-27,Y,1,1,P,Marie Ben-Ahmad,0.8482758620689655,0.6463819090059838
171,1116,2025,Al-Zahra,Donna,Theater,15,639,419,2025-05-25,N,0,0,A,Donna Al-Zahra,0.7123287671232876,-0.02061654878451772
25,1116,2024,Diaz,Nancy,Theater,15,280,736,2024-05-05,N,0,0,A,Nancy Diaz,0.564935064935065,-0.7437755989051584
496,1116,2024,Ben-Ahmad,Marie,Theater,15,164,736,2024-05-05,Y,1,1,P,Marie Ben-Ahmad,0.8482758620689655,0.6463819090059838
131,1116,2024,Agarwal,Ruvimbo,Theater,15,788,736,2024-05-05,Y,1,1,P,Ruvimbo Agarwal,0.8205128205128205,0.5101678478749108
291,1116,2025,Ibrahim,Valeria,Theater,15,757,1057,2025-02-16,Y,1,1,L,Valeria Ibrahim,0.7207792207792207,0.020843988186792423
496,1116,2025,Ben-Ahmad,Marie,Theater,15,164,1057,2025-02-16,Y,1,1,P,Marie Ben-Ahmad,0.8482758620689655,0.6463819090059838
387,1116,2025,Zhang,Diego,Theater,15,158,1057,2025-02-16,N,0,0,A,Diego Zhang,0.5612903225806452,-0.7616578311839219
103,1116,2025,Tanaka,Steven,Theater,15,742,1057,2025-02-16,Y,1,1,P,Steven Tanaka,0.8620689655172413,0.7140551368290641
282,1116,2023,Flores,Marco,Theater,15,463,906,2023-10-01,N,0,0,A,Marco Flores,0.6666666666666666,-0.24464892399791283
330,1116,2023,Gupta,Michelle,Theater,15,412,906,2023-10-01,N,0,0,A,Michelle Gupta,0.7161290322580646,-0.001971273686112129
131,1116,2023,Agarwal,Ruvimbo,Theater,15,788,599,2023-05-27,~,0,1,Z,Ruvimbo Agarwal,0.8205128205128205,0.5101678478749108
171,1116,2023,Al-Zahra,Donna,Theater,15,639,599,2023-05-27,N,0,0,A,Donna Al-Zahra,0.7123287671232876,-0.02061654878451772
465,1550,2023,Okafor,Efua,Biology,543,683,839,2023-02-02,Y,1,1,P,Efua Okafor,0.7483870967741936,0.15629675912593138
457,1550,2023,Ramirez,Carmen,Biology,543,230,839,2023-02-02,Y,1,1,P,Carmen Ramirez,0.8,0.4095256116252013
377,1550,2023,Lopez,Raj,Biology,543,856,839,2023-02-02,N,0,0,A,Raj Lopez,0.3935483870967742,-1.5846516018065488
496,1550,2025,Ben-Ahmad,Marie,Biology,543,164,578,2025-04-28,Y,1,1,P,Marie Ben-Ahmad,0.8482758620689655,0.6463819090059838
384,1550,2025,Clark,Ruth,Biology,543,295,794,2025-01-17,Y,1,1,P,Ruth Clark,0.6986301369863014,-0.08782626134853598
451,1550,2025,Bernard,Sarah,Biology,543,830,794,2025-01-17,Y,1,1,P,Sarah Bernard,0.4931506849315068,-1.095971949808814
281,1550,2025,Kim,Joseph,Biology,543,65,794,2025-01-17,Y,1,1,L,Joseph Kim,0.41935483870967744,-1.4580371755569137
141,1550,2025,Ibrahim,William,Biology,543,794,794,2025-01-17,Y,1,1,P,William Ibrahim,0.6410256410256411,-0.3704517193100496
131,1550,2024,Agarwal,Ruvimbo,Biology,543,788,14,2024-12-18,Y,1,1,P,Ruvimbo Agarwal,0.8205128205128205,0.5101678478749108
171,1550,2024,Al-Zahra,Donna,Biology,543,639,14,2024-12-18,Y,1,1,P,Donna Al-Zahra,0.7123287671232876,-0.02061654878451772
66,1550,2024,Ramirez,Jean,Biology,543,549,14,2024-12-18,N,0,0,A,Jean Ramirez,0.4551282051282051,-1.282521985323045
330,1550,2024,Gupta,Michelle,Biology,543,412,1052,2024-10-20,Y,1,1,P,Michelle Gupta,0.7161290322580646,-0.001971273686112129
